Question,Course,Document
How do I calculate the AUC score for a numerical feature in a classification model?,machine-learning-zoomcamp,147577f5
What are the steps to evaluate the predictive power of a numerical variable with AUC?,machine-learning-zoomcamp,147577f5
How does the F-score change when the number of positive and negative cases in a dataset is unequal?,machine-learning-zoomcamp,d3ffb802
Can the F-score be directly compared between datasets with different class distributions?,machine-learning-zoomcamp,d3ffb802
What role does the ratio of positive to negative samples play in calculating the F-score?,machine-learning-zoomcamp,d3ffb802
Why is it difficult to compare F-scores across datasets with varying class imbalances?,machine-learning-zoomcamp,d3ffb802
What method can be used to make fair comparisons of F-scores when dealing with different class ratios?,machine-learning-zoomcamp,d3ffb802
How can I quickly generate a Precision-Recall Curve using scikit-learn?,machine-learning-zoomcamp,cc04d27a
What is the standard method to plot precision and recall values in Python?,machine-learning-zoomcamp,cc04d27a
Which scikit-learn function should I use to create a Precision-Recall Curve?,machine-learning-zoomcamp,cc04d27a
How do I visualize precision and recall metrics for a classification model?,machine-learning-zoomcamp,cc04d27a
What steps are needed to plot a Precision-Recall Curve from predicted probabilities and true labels?,machine-learning-zoomcamp,cc04d27a
How can I ensure class balance when splitting data for multiclass classification?,machine-learning-zoomcamp,927b5e09
What technique should I use to maintain the same proportion of classes in each fold?,machine-learning-zoomcamp,927b5e09
Why is Stratified k-fold important for multiclass classification tasks?,machine-learning-zoomcamp,927b5e09
Where can I find the implementation of Stratified k-fold in scikit-learn?,machine-learning-zoomcamp,927b5e09
How does Stratified k-fold help in preserving the distribution of classes across folds?,machine-learning-zoomcamp,927b5e09
Where can I find the homework assignment for Week 5 of the course?,machine-learning-zoomcamp,d22efea7
Is there a central location where I can access all the homework assignments for the course?,machine-learning-zoomcamp,d22efea7
Can you share the solution for Homework 3 from the previous cohort?,machine-learning-zoomcamp,d22efea7
How can I review the evaluation criteria for the course assignments?,machine-learning-zoomcamp,d22efea7
Where can I find the theory materials and code examples for the course?,machine-learning-zoomcamp,d22efea7
What environment setup is recommended for completing Week 5 of the course?,machine-learning-zoomcamp,d1409f67
"Can I use my local machine for Week 5 homework, or is a cloud provider necessary?",machine-learning-zoomcamp,d1409f67
Are there any free options for setting up the required environment for Week 5?,machine-learning-zoomcamp,d1409f67
How can I avoid errors related to the default environment when working on Week 5?,machine-learning-zoomcamp,d1409f67
Where can I find a step-by-step guide for setting up an AWS EC2 instance for the course?,machine-learning-zoomcamp,d1409f67
What steps are required to download a dataset from Kaggle using the Kaggle API in a Jupyter Notebook?,machine-learning-zoomcamp,e07759e9
How do I set up the Kaggle API token in my Jupyter Notebook environment?,machine-learning-zoomcamp,e07759e9
What command do I use to download a specific dataset from Kaggle in a Jupyter Notebook?,machine-learning-zoomcamp,e07759e9
How can I ensure the Kaggle API token file has the correct permissions for use in Jupyter?,machine-learning-zoomcamp,e07759e9
What is the process for extracting a downloaded Kaggle dataset ZIP file in a Jupyter Notebook?,machine-learning-zoomcamp,e07759e9
How do I navigate back to the previous directory in Ubuntu?,machine-learning-zoomcamp,620fb76e
What command should I use to list all files and folders in the current directory?,machine-learning-zoomcamp,620fb76e
How can I move to a specific directory in Ubuntu using the command line?,machine-learning-zoomcamp,620fb76e
What is the command to display my current working directory in Ubuntu?,machine-learning-zoomcamp,620fb76e
How do I view the contents of a text file in Ubuntu using the terminal?,machine-learning-zoomcamp,620fb76e
How can I check the current Python version installed on my laptop?,machine-learning-zoomcamp,957280d8
What steps should I follow to install Python 3.10 or higher on a Windows computer?,machine-learning-zoomcamp,957280d8
Is there a specific option I need to enable during Python installation on Windows?,machine-learning-zoomcamp,957280d8
"Can I upgrade Python using pip, and if so, what command should I use?",machine-learning-zoomcamp,957280d8
Where can I download the latest version of Python for installation?,machine-learning-zoomcamp,957280d8
What steps are involved in setting up WSL on Windows 10 or 11?,machine-learning-zoomcamp,185096ad
How can I navigate between my Windows and Linux systems after installing WSL?,machine-learning-zoomcamp,185096ad
What should I do if I encounter the 'ldconfig.real' error when installing pipenv in WSL?,machine-learning-zoomcamp,185096ad
How do I disable the bell sound in the Ubuntu terminal on WSL?,machine-learning-zoomcamp,185096ad
What command can I use to make a specific folder my default directory when opening the Ubuntu terminal?,machine-learning-zoomcamp,185096ad
How can I resolve the error 'Could not open /lib64/ld-linux-x86-64.so.2' when building Docker images on a Mac with M1 chip?,machine-learning-zoomcamp,ec88d101
What changes are needed in the Dockerfile to fix the M1 silicon compatibility issue on Mac?,machine-learning-zoomcamp,ec88d101
Why does building a Docker image on a Mac with M1 chip take so long?,machine-learning-zoomcamp,ec88d101
What is the recommended base image for Docker builds on M1 Macs to avoid compatibility errors?,machine-learning-zoomcamp,ec88d101
How do I modify the Dockerfile to ensure it works with the M1 chipset on a Mac?,machine-learning-zoomcamp,ec88d101
How can I check the version of a Python library in a Jupyter Notebook?,machine-learning-zoomcamp,7156679d
What is the method to display the version of an installed Python package?,machine-learning-zoomcamp,7156679d
Can you explain how to find the version of a library in a Jupyter environment?,machine-learning-zoomcamp,7156679d
What command should I use to print the version of a Python module in Jupyter?,machine-learning-zoomcamp,7156679d
How do I determine the version of a Python library when working in a notebook?,machine-learning-zoomcamp,7156679d
How can I fix the 'Cannot connect to the docker daemon' error on WSL?,machine-learning-zoomcamp,4b2a3181
What should I do if Docker is not running on my Linux system?,machine-learning-zoomcamp,4b2a3181
Is there a solution for the Docker daemon connection issue when running hello-world?,machine-learning-zoomcamp,4b2a3181
"Why does Docker fail to connect to the daemon on WSL, and how can I resolve it?",machine-learning-zoomcamp,4b2a3181
What commands can I use to start the Docker daemon on a Linux machine?,machine-learning-zoomcamp,4b2a3181
Why does the Docker build command fail with a non-zero exit code when using the 'pipenv install --deploy --system' command?,machine-learning-zoomcamp,73bd7fa1
What should I modify in the Dockerfile if the Python version in the image doesn't match my system's Python version?,machine-learning-zoomcamp,73bd7fa1
How can I determine the correct Python version to use in my Dockerfile for a successful build?,machine-learning-zoomcamp,73bd7fa1
Is there a specific format for specifying the Python version in the Dockerfile to avoid build errors?,machine-learning-zoomcamp,73bd7fa1
What steps should I follow if the Docker image fails to build due to a Python version mismatch?,machine-learning-zoomcamp,73bd7fa1
"Why does installing sklearn==1.0.2 with pipenv fail, and how can I fix it?",machine-learning-zoomcamp,a4d3b1e5
"What version of sklearn was successfully installed in the lectures, and why does the homework require a different version?",machine-learning-zoomcamp,a4d3b1e5
How should I correctly install scikit-learn version 1.0.2 using pipenv to avoid errors?,machine-learning-zoomcamp,a4d3b1e5
What is the proper command to install scikit-learn version 1.3.1 in a virtual environment?,machine-learning-zoomcamp,a4d3b1e5
Why does the homework require a newer version of sklearn than what was used in the lectures?,machine-learning-zoomcamp,a4d3b1e5
What happens if we don't use the --rm flag when running Docker containers?,machine-learning-zoomcamp,1d462fe0
How does the --rm flag help manage disk space during development?,machine-learning-zoomcamp,1d462fe0
